scorer,meeting_number,SPEAKER_00,SPEAKER_01,SPEAKER_02,SPEAKER_03,SPEAKER_04
2,1,4,3,3,6,3
2,2,4,3,3,6,3
2,3,3,3,3,5,3
2,4,3,2,2,6,3
2,5,4,4,4,6,5
2,6,4,4,4,7,5
2,7,4,5,5,6,4
2,8,8,6,5,8,6
2,9,7,6,4,8,8
2,10,7,7,4,8,8
2,11,7,5,5,8,7
2,12,6,5,5,8,5
2,13,7,7,7,8,7
2,14,6,6,6,8,6
2,15,5,5,5,7,5
2,16,8,8,8,10,9
2,17,8,8,8,9,8
2,18,8,8,8,10,9
2,19,7,7,4,7,-1
2,20,7,7,6,7,-1
2,21,6,7,7,8,-1
2,22,8,7,7,8,-1
