id,project,meeting_number,speaker_number,speech_frequency,total_words,duration,normalized_speech_frequency,speaker_id,next_speaker_id,count,network_density,weighted_network_density,gini_coefficient,interaction_equality_index,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality
4_2_SPEAKER_02,4,3,2,790,9697,114,6.9298245614035086,2,1,0,0.95,20.75,0.28819277073711713,0.43663907998407425,72,0.8333333333333333,0.13333333333333333,0.19157390127029653
4_2_SPEAKER_02,4,3,2,790,9697,114,6.9298245614035086,2,2,4,0.95,20.75,0.28819277073711713,0.43663907998407425,72,0.8333333333333333,0.13333333333333333,0.19157390127029653
4_2_SPEAKER_02,4,3,2,790,9697,114,6.9298245614035086,2,3,26,0.95,20.75,0.28819277073711713,0.43663907998407425,72,0.8333333333333333,0.13333333333333333,0.19157390127029653
4_2_SPEAKER_02,4,3,2,790,9697,114,6.9298245614035086,2,4,4,0.95,20.75,0.28819277073711713,0.43663907998407425,72,0.8333333333333333,0.13333333333333333,0.19157390127029653
4_2_SPEAKER_03,4,3,3,4354,9697,114,38.19298245614035,3,0,58,0.95,20.75,0.28819277073711713,0.43663907998407425,340,0.0,0.03508771929824561,0.6856254781933905
4_2_SPEAKER_03,4,3,3,4354,9697,114,38.19298245614035,3,1,36,0.95,20.75,0.28819277073711713,0.43663907998407425,340,0.0,0.03508771929824561,0.6856254781933905
4_2_SPEAKER_03,4,3,3,4354,9697,114,38.19298245614035,3,2,20,0.95,20.75,0.28819277073711713,0.43663907998407425,340,0.0,0.03508771929824561,0.6856254781933905
4_2_SPEAKER_03,4,3,3,4354,9697,114,38.19298245614035,3,3,19,0.95,20.75,0.28819277073711713,0.43663907998407425,340,0.0,0.03508771929824561,0.6856254781933905
4_2_SPEAKER_03,4,3,3,4354,9697,114,38.19298245614035,3,4,37,0.95,20.75,0.28819277073711713,0.43663907998407425,340,0.0,0.03508771929824561,0.6856254781933905
4_2_SPEAKER_04,4,3,4,921,9697,114,8.078947368421053,4,0,11,0.95,20.75,0.28819277073711713,0.43663907998407425,118,0.25,0.1,0.34295538546766474
4_2_SPEAKER_04,4,3,4,921,9697,114,8.078947368421053,4,1,3,0.95,20.75,0.28819277073711713,0.43663907998407425,118,0.25,0.1,0.34295538546766474
4_2_SPEAKER_04,4,3,4,921,9697,114,8.078947368421053,4,2,6,0.95,20.75,0.28819277073711713,0.43663907998407425,118,0.25,0.1,0.34295538546766474
4_2_SPEAKER_04,4,3,4,921,9697,114,8.078947368421053,4,3,39,0.95,20.75,0.28819277073711713,0.43663907998407425,118,0.25,0.1,0.34295538546766474
4_2_SPEAKER_04,4,3,4,921,9697,114,8.078947368421053,4,4,0,0.95,20.75,0.28819277073711713,0.43663907998407425,118,0.25,0.1,0.34295538546766474
