id,project,meeting_number,speaker_number,speech_frequency,total_words,duration,normalized_speech_frequency,speaker_id,next_speaker_id,count,network_density,weighted_network_density,gini_coefficient,interaction_equality_index,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality
4_3_SPEAKER_00,4,4,0,297,10098,120,2.475,0,0,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,22,0.0,0.05263157894736842,0.00799264379971242
4_3_SPEAKER_00,4,4,0,297,10098,120,2.475,0,1,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,22,0.0,0.05263157894736842,0.00799264379971242
4_3_SPEAKER_00,4,4,0,297,10098,120,2.475,0,2,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,22,0.0,0.05263157894736842,0.00799264379971242
4_3_SPEAKER_00,4,4,0,297,10098,120,2.475,0,3,11,0.65,79.25,0.7523028388793996,-0.8261175458130816,22,0.0,0.05263157894736842,0.00799264379971242
4_3_SPEAKER_00,4,4,0,297,10098,120,2.475,0,4,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,22,0.0,0.05263157894736842,0.00799264379971242
4_3_SPEAKER_01,4,4,1,871,10098,120,7.258333333333334,1,0,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,137,0.25,0.10810810810810811,0.04800458179953568
4_3_SPEAKER_01,4,4,1,871,10098,120,7.258333333333334,1,1,1,0.65,79.25,0.7523028388793996,-0.8261175458130816,137,0.25,0.10810810810810811,0.04800458179953568
4_3_SPEAKER_01,4,4,1,871,10098,120,7.258333333333334,1,2,1,0.65,79.25,0.7523028388793996,-0.8261175458130816,137,0.25,0.10810810810810811,0.04800458179953568
4_3_SPEAKER_01,4,4,1,871,10098,120,7.258333333333334,1,3,66,0.65,79.25,0.7523028388793996,-0.8261175458130816,137,0.25,0.10810810810810811,0.04800458179953568
4_3_SPEAKER_01,4,4,1,871,10098,120,7.258333333333334,1,4,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,137,0.25,0.10810810810810811,0.04800458179953568
4_3_SPEAKER_02,4,4,2,285,10098,120,2.375,2,0,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,38,0.25,0.1,0.010951464195254305
4_3_SPEAKER_02,4,4,2,285,10098,120,2.375,2,1,1,0.65,79.25,0.7523028388793996,-0.8261175458130816,38,0.25,0.1,0.010951464195254305
4_3_SPEAKER_02,4,4,2,285,10098,120,2.375,2,2,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,38,0.25,0.1,0.010951464195254305
4_3_SPEAKER_02,4,4,2,285,10098,120,2.375,2,3,16,0.65,79.25,0.7523028388793996,-0.8261175458130816,38,0.25,0.1,0.010951464195254305
4_3_SPEAKER_02,4,4,2,285,10098,120,2.375,2,4,2,0.65,79.25,0.7523028388793996,-0.8261175458130816,38,0.25,0.1,0.010951464195254305
4_3_SPEAKER_03,4,4,3,8508,10098,120,70.9,3,0,11,0.65,79.25,0.7523028388793996,-0.8261175458130816,2947,0.5,0.09302325581395349,0.9987229875530255
4_3_SPEAKER_03,4,4,3,8508,10098,120,70.9,3,1,66,0.65,79.25,0.7523028388793996,-0.8261175458130816,2947,0.5,0.09302325581395349,0.9987229875530255
4_3_SPEAKER_03,4,4,3,8508,10098,120,70.9,3,2,15,0.65,79.25,0.7523028388793996,-0.8261175458130816,2947,0.5,0.09302325581395349,0.9987229875530255
4_3_SPEAKER_03,4,4,3,8508,10098,120,70.9,3,3,1371,0.65,79.25,0.7523028388793996,-0.8261175458130816,2947,0.5,0.09302325581395349,0.9987229875530255
4_3_SPEAKER_03,4,4,3,8508,10098,120,70.9,3,4,11,0.65,79.25,0.7523028388793996,-0.8261175458130816,2947,0.5,0.09302325581395349,0.9987229875530255
4_3_SPEAKER_04,4,4,4,137,10098,120,1.1416666666666666,4,0,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,26,0.6666666666666666,0.10526315789473684,0.008008578930253593
4_3_SPEAKER_04,4,4,4,137,10098,120,1.1416666666666666,4,1,1,0.65,79.25,0.7523028388793996,-0.8261175458130816,26,0.6666666666666666,0.10526315789473684,0.008008578930253593
4_3_SPEAKER_04,4,4,4,137,10098,120,1.1416666666666666,4,2,3,0.65,79.25,0.7523028388793996,-0.8261175458130816,26,0.6666666666666666,0.10526315789473684,0.008008578930253593
4_3_SPEAKER_04,4,4,4,137,10098,120,1.1416666666666666,4,3,9,0.65,79.25,0.7523028388793996,-0.8261175458130816,26,0.6666666666666666,0.10526315789473684,0.008008578930253593
4_3_SPEAKER_04,4,4,4,137,10098,120,1.1416666666666666,4,4,0,0.65,79.25,0.7523028388793996,-0.8261175458130816,26,0.6666666666666666,0.10526315789473684,0.008008578930253593
4_4_SPEAKER_00,4,5,0,1331,9993,110,12.1,0,0,2,0.85,15.3,0.42091503199196895,0.14416512695739947,120,0.3333333333333333,0.18181818181818182,0.47106245555644094
4_4_SPEAKER_00,4,5,0,1331,9993,110,12.1,0,1,5,0.85,15.3,0.42091503199196895,0.14416512695739947,120,0.3333333333333333,0.18181818181818182,0.47106245555644094
4_4_SPEAKER_00,4,5,0,1331,9993,110,12.1,0,2,1,0.85,15.3,0.42091503199196895,0.14416512695739947,120,0.3333333333333333,0.18181818181818182,0.47106245555644094
4_4_SPEAKER_00,4,5,0,1331,9993,110,12.1,0,3,49,0.85,15.3,0.42091503199196895,0.14416512695739947,120,0.3333333333333333,0.18181818181818182,0.47106245555644094
4_4_SPEAKER_00,4,5,0,1331,9993,110,12.1,0,4,3,0.85,15.3,0.42091503199196895,0.14416512695739947,120,0.3333333333333333,0.18181818181818182,0.47106245555644094
4_4_SPEAKER_01,4,5,1,812,9993,110,7.381818181818182,1,0,3,0.85,15.3,0.42091503199196895,0.14416512695739947,77,0.20833333333333331,0.19047619047619047,0.2806367861527495
4_4_SPEAKER_01,4,5,1,812,9993,110,7.381818181818182,1,1,3,0.85,15.3,0.42091503199196895,0.14416512695739947,77,0.20833333333333331,0.19047619047619047,0.2806367861527495
4_4_SPEAKER_01,4,5,1,812,9993,110,7.381818181818182,1,2,0,0.85,15.3,0.42091503199196895,0.14416512695739947,77,0.20833333333333331,0.19047619047619047,0.2806367861527495
4_4_SPEAKER_01,4,5,1,812,9993,110,7.381818181818182,1,3,31,0.85,15.3,0.42091503199196895,0.14416512695739947,77,0.20833333333333331,0.19047619047619047,0.2806367861527495
4_4_SPEAKER_01,4,5,1,812,9993,110,7.381818181818182,1,4,1,0.85,15.3,0.42091503199196895,0.14416512695739947,77,0.20833333333333331,0.19047619047619047,0.2806367861527495
4_4_SPEAKER_02,4,5,2,339,9993,110,3.081818181818182,2,0,1,0.85,15.3,0.42091503199196895,0.14416512695739947,32,0.625,0.17391304347826086,0.13361440535445004
4_4_SPEAKER_02,4,5,2,339,9993,110,3.081818181818182,2,1,1,0.85,15.3,0.42091503199196895,0.14416512695739947,32,0.625,0.17391304347826086,0.13361440535445004
4_4_SPEAKER_02,4,5,2,339,9993,110,3.081818181818182,2,2,0,0.85,15.3,0.42091503199196895,0.14416512695739947,32,0.625,0.17391304347826086,0.13361440535445004
4_4_SPEAKER_02,4,5,2,339,9993,110,3.081818181818182,2,3,14,0.85,15.3,0.42091503199196895,0.14416512695739947,32,0.625,0.17391304347826086,0.13361440535445004
4_4_SPEAKER_02,4,5,2,339,9993,110,3.081818181818182,2,4,0,0.85,15.3,0.42091503199196895,0.14416512695739947,32,0.625,0.17391304347826086,0.13361440535445004
4_4_SPEAKER_03,4,5,3,6816,9993,110,61.96363636363636,3,0,52,0.85,15.3,0.42091503199196895,0.14416512695739947,323,0.0,0.0625,0.7949618671358872
4_4_SPEAKER_03,4,5,3,6816,9993,110,61.96363636363636,3,1,28,0.85,15.3,0.42091503199196895,0.14416512695739947,323,0.0,0.0625,0.7949618671358872
4_4_SPEAKER_03,4,5,3,6816,9993,110,61.96363636363636,3,2,15,0.85,15.3,0.42091503199196895,0.14416512695739947,323,0.0,0.0625,0.7949618671358872
4_4_SPEAKER_03,4,5,3,6816,9993,110,61.96363636363636,3,3,44,0.85,15.3,0.42091503199196895,0.14416512695739947,323,0.0,0.0625,0.7949618671358872
4_4_SPEAKER_03,4,5,3,6816,9993,110,61.96363636363636,3,4,23,0.85,15.3,0.42091503199196895,0.14416512695739947,323,0.0,0.0625,0.7949618671358872
4_4_SPEAKER_04,4,5,4,695,9993,110,6.318181818181818,4,0,2,0.85,15.3,0.42091503199196895,0.14416512695739947,60,0.125,0.17391304347826086,0.22254432750486564
4_4_SPEAKER_04,4,5,4,695,9993,110,6.318181818181818,4,1,2,0.85,15.3,0.42091503199196895,0.14416512695739947,60,0.125,0.17391304347826086,0.22254432750486564
4_4_SPEAKER_04,4,5,4,695,9993,110,6.318181818181818,4,2,0,0.85,15.3,0.42091503199196895,0.14416512695739947,60,0.125,0.17391304347826086,0.22254432750486564
4_4_SPEAKER_04,4,5,4,695,9993,110,6.318181818181818,4,3,23,0.85,15.3,0.42091503199196895,0.14416512695739947,60,0.125,0.17391304347826086,0.22254432750486564
4_4_SPEAKER_04,4,5,4,695,9993,110,6.318181818181818,4,4,3,0.85,15.3,0.42091503199196895,0.14416512695739947,60,0.125,0.17391304347826086,0.22254432750486564
4_5_SPEAKER_00,4,6,0,979,8336,86,11.383720930232558,0,0,1,0.9,9.85,0.40203045583241004,0.1359219154942859,72,0.0,0.2857142857142857,0.4348660629858044
4_5_SPEAKER_00,4,6,0,979,8336,86,11.383720930232558,0,1,2,0.9,9.85,0.40203045583241004,0.1359219154942859,72,0.0,0.2857142857142857,0.4348660629858044
4_5_SPEAKER_00,4,6,0,979,8336,86,11.383720930232558,0,2,2,0.9,9.85,0.40203045583241004,0.1359219154942859,72,0.0,0.2857142857142857,0.4348660629858044
4_5_SPEAKER_00,4,6,0,979,8336,86,11.383720930232558,0,3,27,0.9,9.85,0.40203045583241004,0.1359219154942859,72,0.0,0.2857142857142857,0.4348660629858044
4_5_SPEAKER_00,4,6,0,979,8336,86,11.383720930232558,0,4,4,0.9,9.85,0.40203045583241004,0.1359219154942859,72,0.0,0.2857142857142857,0.4348660629858044
4_5_SPEAKER_01,4,6,1,506,8336,86,5.883720930232558,1,0,1,0.9,9.85,0.40203045583241004,0.1359219154942859,30,0.6666666666666666,0.3333333333333333,0.12671140943419945
4_5_SPEAKER_01,4,6,1,506,8336,86,5.883720930232558,1,1,2,0.9,9.85,0.40203045583241004,0.1359219154942859,30,0.6666666666666666,0.3333333333333333,0.12671140943419945
4_5_SPEAKER_01,4,6,1,506,8336,86,5.883720930232558,1,2,1,0.9,9.85,0.40203045583241004,0.1359219154942859,30,0.6666666666666666,0.3333333333333333,0.12671140943419945
4_5_SPEAKER_01,4,6,1,506,8336,86,5.883720930232558,1,3,11,0.9,9.85,0.40203045583241004,0.1359219154942859,30,0.6666666666666666,0.3333333333333333,0.12671140943419945
4_5_SPEAKER_01,4,6,1,506,8336,86,5.883720930232558,1,4,0,0.9,9.85,0.40203045583241004,0.1359219154942859,30,0.6666666666666666,0.3333333333333333,0.12671140943419945
4_5_SPEAKER_02,4,6,2,414,8336,86,4.813953488372093,2,0,0,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.3333333333333333,0.2338630895654536
4_5_SPEAKER_02,4,6,2,414,8336,86,4.813953488372093,2,1,3,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.3333333333333333,0.2338630895654536
4_5_SPEAKER_02,4,6,2,414,8336,86,4.813953488372093,2,2,0,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.3333333333333333,0.2338630895654536
4_5_SPEAKER_02,4,6,2,414,8336,86,4.813953488372093,2,3,16,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.3333333333333333,0.2338630895654536
4_5_SPEAKER_02,4,6,2,414,8336,86,4.813953488372093,2,4,1,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.3333333333333333,0.2338630895654536
4_5_SPEAKER_03,4,6,3,6068,8336,86,70.55813953488372,3,0,31,0.9,9.85,0.40203045583241004,0.1359219154942859,212,0.0,0.08163265306122448,0.830958763746831
4_5_SPEAKER_03,4,6,3,6068,8336,86,70.55813953488372,3,1,7,0.9,9.85,0.40203045583241004,0.1359219154942859,212,0.0,0.08163265306122448,0.830958763746831
4_5_SPEAKER_03,4,6,3,6068,8336,86,70.55813953488372,3,2,16,0.9,9.85,0.40203045583241004,0.1359219154942859,212,0.0,0.08163265306122448,0.830958763746831
4_5_SPEAKER_03,4,6,3,6068,8336,86,70.55813953488372,3,3,38,0.9,9.85,0.40203045583241004,0.1359219154942859,212,0.0,0.08163265306122448,0.830958763746831
4_5_SPEAKER_03,4,6,3,6068,8336,86,70.55813953488372,3,4,14,0.9,9.85,0.40203045583241004,0.1359219154942859,212,0.0,0.08163265306122448,0.830958763746831
4_5_SPEAKER_04,4,6,4,369,8336,86,4.290697674418604,4,0,3,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.26666666666666666,0.22282574867744556
4_5_SPEAKER_04,4,6,4,369,8336,86,4.290697674418604,4,1,1,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.26666666666666666,0.22282574867744556
4_5_SPEAKER_04,4,6,4,369,8336,86,4.290697674418604,4,2,1,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.26666666666666666,0.22282574867744556
4_5_SPEAKER_04,4,6,4,369,8336,86,4.290697674418604,4,3,14,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.26666666666666666,0.22282574867744556
4_5_SPEAKER_04,4,6,4,369,8336,86,4.290697674418604,4,4,1,0.9,9.85,0.40203045583241004,0.1359219154942859,40,0.25,0.26666666666666666,0.22282574867744556
4_6_SPEAKER_00,4,7,0,175,8965,105,1.6666666666666667,0,0,9,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.8333333333333333,0.15384615384615385,0.015205947832616636
4_6_SPEAKER_00,4,7,0,175,8965,105,1.6666666666666667,0,1,3,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.8333333333333333,0.15384615384615385,0.015205947832616636
4_6_SPEAKER_00,4,7,0,175,8965,105,1.6666666666666667,0,2,0,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.8333333333333333,0.15384615384615385,0.015205947832616636
4_6_SPEAKER_00,4,7,0,175,8965,105,1.6666666666666667,0,3,16,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.8333333333333333,0.15384615384615385,0.015205947832616636
4_6_SPEAKER_00,4,7,0,175,8965,105,1.6666666666666667,0,4,3,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.8333333333333333,0.15384615384615385,0.015205947832616636
4_6_SPEAKER_01,4,7,1,371,8965,105,3.533333333333333,1,0,2,0.8,72.75,0.6839862540604857,-0.6190549426109286,86,0.5,0.12903225806451613,0.020674105527206162
4_6_SPEAKER_01,4,7,1,371,8965,105,3.533333333333333,1,1,7,0.8,72.75,0.6839862540604857,-0.6190549426109286,86,0.5,0.12903225806451613,0.020674105527206162
4_6_SPEAKER_01,4,7,1,371,8965,105,3.533333333333333,1,2,1,0.8,72.75,0.6839862540604857,-0.6190549426109286,86,0.5,0.12903225806451613,0.020674105527206162
4_6_SPEAKER_01,4,7,1,371,8965,105,3.533333333333333,1,3,27,0.8,72.75,0.6839862540604857,-0.6190549426109286,86,0.5,0.12903225806451613,0.020674105527206162
4_6_SPEAKER_01,4,7,1,371,8965,105,3.533333333333333,1,4,6,0.8,72.75,0.6839862540604857,-0.6190549426109286,86,0.5,0.12903225806451613,0.020674105527206162
4_6_SPEAKER_02,4,7,2,186,8965,105,1.7714285714285714,2,0,0,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.0,0.12121212121212122,0.024719620033553193
4_6_SPEAKER_02,4,7,2,186,8965,105,1.7714285714285714,2,1,2,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.0,0.12121212121212122,0.024719620033553193
4_6_SPEAKER_02,4,7,2,186,8965,105,1.7714285714285714,2,2,2,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.0,0.12121212121212122,0.024719620033553193
4_6_SPEAKER_02,4,7,2,186,8965,105,1.7714285714285714,2,3,27,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.0,0.12121212121212122,0.024719620033553193
4_6_SPEAKER_02,4,7,2,186,8965,105,1.7714285714285714,2,4,0,0.8,72.75,0.6839862540604857,-0.6190549426109286,62,0.0,0.12121212121212122,0.024719620033553193
4_6_SPEAKER_03,4,7,3,7634,8965,105,72.70476190476191,3,0,17,0.8,72.75,0.6839862540604857,-0.6190549426109286,2462,0.0,0.0547945205479452,0.9989293279353432
4_6_SPEAKER_03,4,7,3,7634,8965,105,72.70476190476191,3,1,23,0.8,72.75,0.6839862540604857,-0.6190549426109286,2462,0.0,0.0547945205479452,0.9989293279353432
4_6_SPEAKER_03,4,7,3,7634,8965,105,72.70476190476191,3,2,28,0.8,72.75,0.6839862540604857,-0.6190549426109286,2462,0.0,0.0547945205479452,0.9989293279353432
4_6_SPEAKER_03,4,7,3,7634,8965,105,72.70476190476191,3,3,1132,0.8,72.75,0.6839862540604857,-0.6190549426109286,2462,0.0,0.0547945205479452,0.9989293279353432
4_6_SPEAKER_03,4,7,3,7634,8965,105,72.70476190476191,3,4,31,0.8,72.75,0.6839862540604857,-0.6190549426109286,2462,0.0,0.0547945205479452,0.9989293279353432
4_6_SPEAKER_04,4,7,4,599,8965,105,5.704761904761905,4,0,3,0.8,72.75,0.6839862540604857,-0.6190549426109286,238,0.0,0.11428571428571428,0.029504214736241784
4_6_SPEAKER_04,4,7,4,599,8965,105,5.704761904761905,4,1,8,0.8,72.75,0.6839862540604857,-0.6190549426109286,238,0.0,0.11428571428571428,0.029504214736241784
4_6_SPEAKER_04,4,7,4,599,8965,105,5.704761904761905,4,2,0,0.8,72.75,0.6839862540604857,-0.6190549426109286,238,0.0,0.11428571428571428,0.029504214736241784
4_6_SPEAKER_04,4,7,4,599,8965,105,5.704761904761905,4,3,29,0.8,72.75,0.6839862540604857,-0.6190549426109286,238,0.0,0.11428571428571428,0.029504214736241784
4_6_SPEAKER_04,4,7,4,599,8965,105,5.704761904761905,4,4,79,0.8,72.75,0.6839862540604857,-0.6190549426109286,238,0.0,0.11428571428571428,0.029504214736241784
4_7_SPEAKER_00,4,8,0,2472,12731,136,18.176470588235293,0,0,6,1.0,37.1,0.33045822080157805,0.396750082697481,460,0.0,0.046511627906976744,0.6156481914925378
4_7_SPEAKER_00,4,8,0,2472,12731,136,18.176470588235293,0,1,44,1.0,37.1,0.33045822080157805,0.396750082697481,460,0.0,0.046511627906976744,0.6156481914925378
4_7_SPEAKER_00,4,8,0,2472,12731,136,18.176470588235293,0,2,19,1.0,37.1,0.33045822080157805,0.396750082697481,460,0.0,0.046511627906976744,0.6156481914925378
4_7_SPEAKER_00,4,8,0,2472,12731,136,18.176470588235293,0,3,148,1.0,37.1,0.33045822080157805,0.396750082697481,460,0.0,0.046511627906976744,0.6156481914925378
4_7_SPEAKER_00,4,8,0,2472,12731,136,18.176470588235293,0,4,13,1.0,37.1,0.33045822080157805,0.396750082697481,460,0.0,0.046511627906976744,0.6156481914925378
4_7_SPEAKER_01,4,8,1,1139,12731,136,8.375,1,0,44,1.0,37.1,0.33045822080157805,0.396750082697481,270,0.0,0.05405405405405406,0.3757991967659592
4_7_SPEAKER_01,4,8,1,1139,12731,136,8.375,1,1,0,1.0,37.1,0.33045822080157805,0.396750082697481,270,0.0,0.05405405405405406,0.3757991967659592
4_7_SPEAKER_01,4,8,1,1139,12731,136,8.375,1,2,14,1.0,37.1,0.33045822080157805,0.396750082697481,270,0.0,0.05405405405405406,0.3757991967659592
4_7_SPEAKER_01,4,8,1,1139,12731,136,8.375,1,3,66,1.0,37.1,0.33045822080157805,0.396750082697481,270,0.0,0.05405405405405406,0.3757991967659592
4_7_SPEAKER_01,4,8,1,1139,12731,136,8.375,1,4,11,1.0,37.1,0.33045822080157805,0.396750082697481,270,0.0,0.05405405405405406,0.3757991967659592
4_7_SPEAKER_02,4,8,2,478,12731,136,3.514705882352941,2,0,19,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.3333333333333333,0.07692307692307693,0.13748594568255448
4_7_SPEAKER_02,4,8,2,478,12731,136,3.514705882352941,2,1,11,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.3333333333333333,0.07692307692307693,0.13748594568255448
4_7_SPEAKER_02,4,8,2,478,12731,136,3.514705882352941,2,2,0,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.3333333333333333,0.07692307692307693,0.13748594568255448
4_7_SPEAKER_02,4,8,2,478,12731,136,3.514705882352941,2,3,15,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.3333333333333333,0.07692307692307693,0.13748594568255448
4_7_SPEAKER_02,4,8,2,478,12731,136,3.514705882352941,2,4,8,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.3333333333333333,0.07692307692307693,0.13748594568255448
4_7_SPEAKER_03,4,8,3,8029,12731,136,59.036764705882355,3,0,149,1.0,37.1,0.33045822080157805,0.396750082697481,542,0.0,0.041237113402061855,0.6657266113007156
4_7_SPEAKER_03,4,8,3,8029,12731,136,59.036764705882355,3,1,68,1.0,37.1,0.33045822080157805,0.396750082697481,542,0.0,0.041237113402061855,0.6657266113007156
4_7_SPEAKER_03,4,8,3,8029,12731,136,59.036764705882355,3,2,15,1.0,37.1,0.33045822080157805,0.396750082697481,542,0.0,0.041237113402061855,0.6657266113007156
4_7_SPEAKER_03,4,8,3,8029,12731,136,59.036764705882355,3,3,19,1.0,37.1,0.33045822080157805,0.396750082697481,542,0.0,0.041237113402061855,0.6657266113007156
4_7_SPEAKER_03,4,8,3,8029,12731,136,59.036764705882355,3,4,20,1.0,37.1,0.33045822080157805,0.396750082697481,542,0.0,0.041237113402061855,0.6657266113007156
4_7_SPEAKER_04,4,8,4,613,12731,136,4.507352941176471,4,0,12,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.41666666666666663,0.07692307692307693,0.13288326368609055
4_7_SPEAKER_04,4,8,4,613,12731,136,4.507352941176471,4,1,12,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.41666666666666663,0.07692307692307693,0.13288326368609055
4_7_SPEAKER_04,4,8,4,613,12731,136,4.507352941176471,4,2,5,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.41666666666666663,0.07692307692307693,0.13288326368609055
4_7_SPEAKER_04,4,8,4,613,12731,136,4.507352941176471,4,3,23,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.41666666666666663,0.07692307692307693,0.13288326368609055
4_7_SPEAKER_04,4,8,4,613,12731,136,4.507352941176471,4,4,1,1.0,37.1,0.33045822080157805,0.396750082697481,106,0.41666666666666663,0.07692307692307693,0.13288326368609055
4_8_SPEAKER_00,4,9,0,3984,16882,180,22.133333333333333,0,0,7,1.0,66.25,0.28950943385301525,0.4697609639169722,749,0.0,0.07017543859649122,0.5684987368733295
4_8_SPEAKER_00,4,9,0,3984,16882,180,22.133333333333333,0,1,95,1.0,66.25,0.28950943385301525,0.4697609639169722,749,0.0,0.07017543859649122,0.5684987368733295
4_8_SPEAKER_00,4,9,0,3984,16882,180,22.133333333333333,0,2,11,1.0,66.25,0.28950943385301525,0.4697609639169722,749,0.0,0.07017543859649122,0.5684987368733295
4_8_SPEAKER_00,4,9,0,3984,16882,180,22.133333333333333,0,3,195,1.0,66.25,0.28950943385301525,0.4697609639169722,749,0.0,0.07017543859649122,0.5684987368733295
4_8_SPEAKER_00,4,9,0,3984,16882,180,22.133333333333333,0,4,67,1.0,66.25,0.28950943385301525,0.4697609639169722,749,0.0,0.07017543859649122,0.5684987368733295
4_8_SPEAKER_01,4,9,1,1632,16882,180,9.066666666666666,1,0,88,1.0,66.25,0.28950943385301525,0.4697609639169722,508,0.0,0.0975609756097561,0.40328887938142016
4_8_SPEAKER_01,4,9,1,1632,16882,180,9.066666666666666,1,1,0,1.0,66.25,0.28950943385301525,0.4697609639169722,508,0.0,0.0975609756097561,0.40328887938142016
4_8_SPEAKER_01,4,9,1,1632,16882,180,9.066666666666666,1,2,3,1.0,66.25,0.28950943385301525,0.4697609639169722,508,0.0,0.0975609756097561,0.40328887938142016
4_8_SPEAKER_01,4,9,1,1632,16882,180,9.066666666666666,1,3,104,1.0,66.25,0.28950943385301525,0.4697609639169722,508,0.0,0.0975609756097561,0.40328887938142016
4_8_SPEAKER_01,4,9,1,1632,16882,180,9.066666666666666,1,4,59,1.0,66.25,0.28950943385301525,0.4697609639169722,508,0.0,0.0975609756097561,0.40328887938142016
4_8_SPEAKER_02,4,9,2,170,16882,180,0.9444444444444444,2,0,10,1.0,66.25,0.28950943385301525,0.4697609639169722,56,1.0,0.14285714285714285,0.04571873065673697
4_8_SPEAKER_02,4,9,2,170,16882,180,0.9444444444444444,2,1,4,1.0,66.25,0.28950943385301525,0.4697609639169722,56,1.0,0.14285714285714285,0.04571873065673697
4_8_SPEAKER_02,4,9,2,170,16882,180,0.9444444444444444,2,2,0,1.0,66.25,0.28950943385301525,0.4697609639169722,56,1.0,0.14285714285714285,0.04571873065673697
4_8_SPEAKER_02,4,9,2,170,16882,180,0.9444444444444444,2,3,9,1.0,66.25,0.28950943385301525,0.4697609639169722,56,1.0,0.14285714285714285,0.04571873065673697
4_8_SPEAKER_02,4,9,2,170,16882,180,0.9444444444444444,2,4,5,1.0,66.25,0.28950943385301525,0.4697609639169722,56,1.0,0.14285714285714285,0.04571873065673697
4_8_SPEAKER_03,4,9,3,9144,16882,180,50.8,3,0,210,1.0,66.25,0.28950943385301525,0.4697609639169722,872,0.0,0.07547169811320754,0.6126009719405016
4_8_SPEAKER_03,4,9,3,9144,16882,180,50.8,3,1,97,1.0,66.25,0.28950943385301525,0.4697609639169722,872,0.0,0.07547169811320754,0.6126009719405016
4_8_SPEAKER_03,4,9,3,9144,16882,180,50.8,3,2,11,1.0,66.25,0.28950943385301525,0.4697609639169722,872,0.0,0.07547169811320754,0.6126009719405016
4_8_SPEAKER_03,4,9,3,9144,16882,180,50.8,3,3,19,1.0,66.25,0.28950943385301525,0.4697609639169722,872,0.0,0.07547169811320754,0.6126009719405016
4_8_SPEAKER_03,4,9,3,9144,16882,180,50.8,3,4,99,1.0,66.25,0.28950943385301525,0.4697609639169722,872,0.0,0.07547169811320754,0.6126009719405016
4_8_SPEAKER_04,4,9,4,1952,16882,180,10.844444444444445,4,0,59,1.0,66.25,0.28950943385301525,0.4697609639169722,465,0.0,0.08888888888888889,0.3698609370904109
4_8_SPEAKER_04,4,9,4,1952,16882,180,10.844444444444445,4,1,58,1.0,66.25,0.28950943385301525,0.4697609639169722,465,0.0,0.08888888888888889,0.3698609370904109
4_8_SPEAKER_04,4,9,4,1952,16882,180,10.844444444444445,4,2,3,1.0,66.25,0.28950943385301525,0.4697609639169722,465,0.0,0.08888888888888889,0.3698609370904109
4_8_SPEAKER_04,4,9,4,1952,16882,180,10.844444444444445,4,3,109,1.0,66.25,0.28950943385301525,0.4697609639169722,465,0.0,0.08888888888888889,0.3698609370904109
4_8_SPEAKER_04,4,9,4,1952,16882,180,10.844444444444445,4,4,3,1.0,66.25,0.28950943385301525,0.4697609639169722,465,0.0,0.08888888888888889,0.3698609370904109
4_9_SPEAKER_00,4,10,0,2824,15725,163,17.32515337423313,0,0,6,0.95,35.85,0.3397489537379714,0.38445513317237967,395,0.0,0.05555555555555555,0.5720309639486362
4_9_SPEAKER_00,4,10,0,2824,15725,163,17.32515337423313,0,1,39,0.95,35.85,0.3397489537379714,0.38445513317237967,395,0.0,0.05555555555555555,0.5720309639486362
